,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major,company_size,company_type,last_new_job,training_hours,target,exp_range,city_group
3971,18562,city_21,0.624,,1,full_time,Graduate,STEM,500-999,private_limited,1,192,1.0,2-5,city_21
3972,29319,city_145,0.555,Male,1,no_enrollment,Graduate,STEM,10-49,private_limited,2,29,1.0,6-10,city_other
3973,25683,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,10-49,startup_earlystage,1,38,1.0,11-15,city_21
3974,4121,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,1,97,0.0,2-5,city_103
3975,11700,city_103,0.92,,1,no_enrollment,Masters,STEM,1000-4999,public_sector,>4,131,0.0,>20,city_103
3976,4520,city_67,0.855,,1,no_enrollment,Graduate,STEM,10000+,private_limited,1,47,0.0,2-5,city_other
3977,17239,city_102,0.804,Male,1,no_enrollment,Masters,STEM,50-99,private_limited,3,127,0.0,6-10,city_other
3978,785,city_23,0.899,Male,1,no_enrollment,High School,,100-499,private_limited,>4,94,0.0,11-15,city_other
3979,29646,city_11,0.55,Male,0,no_enrollment,Graduate,STEM,10-49,private_limited,1,66,1.0,2-5,city_other
3980,29034,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,500-999,NGO,2,163,0.0,6-10,city_103
3981,17475,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,1,44,0.0,2-5,city_16
3982,18255,city_89,0.925,Male,0,no_enrollment,Masters,STEM,10000+,private_limited,3,182,0.0,>20,city_other
3983,173,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,>4,45,0.0,>20,city_16
3984,29599,city_114,0.926,Male,1,no_enrollment,Masters,STEM,50-99,private_limited,>4,18,0.0,>20,city_114
3985,21304,city_14,0.698,Male,0,no_enrollment,Masters,STEM,1000-4999,private_limited,2,166,1.0,6-10,city_other
3986,13178,city_136,0.897,Male,1,no_enrollment,Masters,STEM,50-99,startup_funded,3,29,1.0,6-10,city_other
3987,6403,city_160,0.92,Male,0,full_time,Graduate,STEM,,,1,15,0.0,11-15,city_other
3988,6577,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,100-499,public_sector,2,30,0.0,2-5,city_21
3989,25238,city_21,0.624,,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,1,108,0.0,6-10,city_21
3990,6589,city_83,0.923,Male,1,no_enrollment,Graduate,STEM,5000-9999,private_limited,1,40,0.0,11-15,city_other
3991,23868,city_157,0.769,Male,1,part_time,Graduate,STEM,<10,startup_funded,1,48,0.0,2-5,city_other
3992,30733,city_160,0.92,,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,55,0.0,6-10,city_other
3993,7838,city_77,0.83,Male,1,no_enrollment,Primary School,,100-499,private_limited,1,43,0.0,11-15,city_other
3994,4651,city_90,0.698,,0,full_time,Masters,STEM,,,2,158,0.0,6-10,city_other
3995,4212,city_160,0.92,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,>4,94,0.0,6-10,city_other
3996,13469,city_16,0.91,Male,1,part_time,Graduate,STEM,1000-4999,private_limited,1,167,0.0,11-15,city_16
3997,33187,city_16,0.91,Male,1,no_enrollment,Graduate,Humanities,500-999,private_limited,>4,68,0.0,2-5,city_16
3998,8601,city_160,0.92,Other,0,full_time,Graduate,STEM,,,1,114,1.0,2-5,city_other
3999,27511,city_103,0.92,,1,no_enrollment,Phd,Humanities,,,>4,108,0.0,>20,city_103
4000,9949,city_75,0.939,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,>4,35,0.0,11-15,city_other
4001,28020,city_21,0.624,Male,0,full_time,Graduate,STEM,,,never,36,0.0,2-5,city_21
4002,22589,city_105,0.794,Male,1,no_enrollment,Masters,Other,<10,startup_earlystage,1,6,0.0,11-15,city_other
4003,16736,city_103,0.92,,0,no_enrollment,Masters,STEM,10000+,,,103,0.0,,city_103
4004,12145,city_57,0.866,,0,no_enrollment,High School,,,,never,182,0.0,<=1,city_other
4005,9538,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,>4,320,0.0,16-20,city_103
4006,810,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,4,128,0.0,>20,city_103
4007,13368,city_19,0.682,,1,,Graduate,STEM,10000+,private_limited,1,86,0.0,>20,city_other
4008,16275,city_76,0.698,Male,1,no_enrollment,Masters,STEM,1000-4999,private_limited,3,39,1.0,6-10,city_other
4009,10376,city_126,0.479,Male,1,no_enrollment,Graduate,STEM,500-999,startup_funded,1,4,0.0,2-5,city_other
4010,30596,city_55,0.7390000000000001,Male,1,no_enrollment,Graduate,STEM,<10,private_limited,>4,44,0.0,>20,city_other
4011,5700,city_10,0.895,Male,1,part_time,Graduate,STEM,10-49,private_limited,1,12,0.0,11-15,city_other
4012,5732,city_114,0.926,Male,1,full_time,High School,,100-499,private_limited,1,18,0.0,6-10,city_114
4013,7587,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,100-499,NGO,1,17,0.0,>20,city_103
4014,28414,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,>4,262,0.0,6-10,city_103
4015,22304,city_99,0.915,Male,0,full_time,High School,,100-499,,1,34,0.0,2-5,city_other
4016,18869,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,66,0.0,2-5,city_103
4017,16392,city_114,0.926,Male,1,no_enrollment,Graduate,STEM,10-49,private_limited,1,40,0.0,>20,city_114
4018,3044,city_136,0.897,Male,1,no_enrollment,Masters,STEM,,,>4,10,1.0,>20,city_other
4019,21030,city_103,0.92,Male,0,full_time,Masters,Humanities,,,4,44,1.0,2-5,city_103
4020,26555,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,<10,private_limited,>4,56,0.0,>20,city_16
4021,10537,city_65,0.802,Female,1,no_enrollment,Masters,STEM,1000-4999,private_limited,1,108,0.0,2-5,city_other
4022,27594,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,,28,0.0,6-10,city_21
4023,11222,city_73,0.754,Male,1,no_enrollment,Graduate,STEM,<10,private_limited,never,42,0.0,16-20,city_other
4024,11740,city_103,0.92,Male,1,no_enrollment,,,500-999,private_limited,>4,6,0.0,>20,city_103
4025,17053,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,1,206,0.0,>20,city_103
4026,7670,city_103,0.92,,0,full_time,Graduate,STEM,,,1,28,1.0,6-10,city_103
4027,18739,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,never,106,0.0,<=1,city_21
4028,26967,city_103,0.92,,1,full_time,Graduate,STEM,10000+,private_limited,1,51,0.0,2-5,city_103
4029,5719,city_28,0.939,,0,no_enrollment,High School,,5000-9999,,1,10,0.0,2-5,city_other
4030,25959,city_10,0.895,Male,1,no_enrollment,Masters,STEM,<10,private_limited,1,129,0.0,16-20,city_other
4031,19691,city_16,0.91,Male,1,no_enrollment,High School,,5000-9999,public_sector,>4,52,1.0,11-15,city_16
4032,2540,city_102,0.804,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,2,23,0.0,11-15,city_other
4033,6232,city_103,0.92,Male,1,no_enrollment,,,50-99,,1,84,0.0,2-5,city_103
4034,17148,city_27,0.848,Male,1,full_time,Graduate,STEM,500-999,public_sector,1,11,0.0,6-10,city_other
4035,25428,city_104,0.924,,1,no_enrollment,Masters,STEM,1000-4999,private_limited,>4,4,0.0,11-15,city_other
4036,30127,city_16,0.91,,1,no_enrollment,Graduate,STEM,10-49,startup_earlystage,1,326,0.0,11-15,city_16
4037,21197,city_99,0.915,Male,1,no_enrollment,Graduate,STEM,5000-9999,private_limited,>4,70,0.0,6-10,city_other
4038,3142,city_162,0.767,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,>4,122,0.0,6-10,city_other
4039,7192,city_103,0.92,Male,0,no_enrollment,Graduate,STEM,500-999,private_limited,3,12,1.0,16-20,city_103
4040,15244,city_103,0.92,Male,1,full_time,Graduate,STEM,50-99,private_limited,1,131,0.0,2-5,city_103
4041,32398,city_160,0.92,Male,1,full_time,Graduate,STEM,1000-4999,private_limited,1,6,0.0,2-5,city_other
4042,31970,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,1,9,0.0,6-10,city_103
4043,29028,city_103,0.92,Male,1,no_enrollment,Masters,STEM,1000-4999,private_limited,2,98,0.0,>20,city_103
4044,27757,city_75,0.939,Male,1,no_enrollment,Masters,STEM,100-499,private_limited,1,20,0.0,16-20,city_other
4045,15112,city_103,0.92,Male,0,full_time,Graduate,STEM,,,never,47,1.0,2-5,city_103
4046,13653,city_21,0.624,,1,no_enrollment,Graduate,STEM,5000-9999,private_limited,4,92,0.0,16-20,city_21
4047,23526,city_90,0.698,Male,0,no_enrollment,,,,,2,136,0.0,6-10,city_other
4048,18812,city_21,0.624,Male,1,part_time,Masters,STEM,50-99,,1,112,1.0,11-15,city_21
4049,21314,city_74,0.579,Male,0,full_time,Graduate,STEM,,,never,145,1.0,<=1,city_other
4050,25401,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,4,96,0.0,6-10,city_103
4051,7681,city_46,0.762,Male,1,no_enrollment,Graduate,STEM,,,>4,70,0.0,6-10,city_other
4052,16956,city_20,0.7959999999999999,Male,1,full_time,Graduate,STEM,,,1,121,0.0,6-10,city_other
4053,31906,city_73,0.754,Male,1,full_time,Graduate,Other,,,4,78,0.0,6-10,city_other
4054,4569,city_90,0.698,Male,0,full_time,Graduate,STEM,,,1,6,1.0,6-10,city_other
4055,16304,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,<10,private_limited,1,56,1.0,2-5,city_21
4056,1519,city_136,0.897,,0,part_time,Masters,STEM,50-99,startup_funded,1,66,0.0,6-10,city_other
4057,2162,city_89,0.925,Male,1,no_enrollment,Graduate,Arts,50-99,private_limited,2,4,0.0,16-20,city_other
4058,25842,city_21,0.624,Male,0,no_enrollment,Masters,STEM,5000-9999,private_limited,1,62,0.0,6-10,city_21
4059,21013,city_65,0.802,Male,1,full_time,Graduate,STEM,10-49,private_limited,2,50,0.0,2-5,city_other
4060,2178,city_61,0.913,Other,1,no_enrollment,Graduate,STEM,50-99,private_limited,2,12,0.0,11-15,city_other
4061,9346,city_39,0.898,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,>4,244,0.0,11-15,city_other
4062,24580,city_136,0.897,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,>4,156,0.0,>20,city_other
4063,3957,city_100,0.887,Male,1,no_enrollment,Graduate,STEM,500-999,private_limited,>4,21,0.0,>20,city_other
4064,15209,city_73,0.754,Male,1,no_enrollment,Masters,STEM,,private_limited,>4,66,0.0,16-20,city_other
4065,33138,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,2,60,0.0,>20,city_103
4066,10763,city_136,0.897,Female,0,full_time,Masters,Humanities,,public_sector,2,94,0.0,2-5,city_other
4067,3340,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,50-99,startup_funded,1,72,0.0,11-15,city_16
4068,1607,city_99,0.915,,0,part_time,Graduate,STEM,,,1,143,0.0,2-5,city_other
4069,11,city_103,0.92,Male,1,part_time,Primary School,,,,4,20,0.0,11-15,city_103
4070,7292,city_10,0.895,Male,1,part_time,Graduate,Arts,10-49,private_limited,1,2,0.0,2-5,city_other
4071,12181,city_138,0.836,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,2,82,0.0,6-10,city_other
4072,27515,city_117,0.698,,0,full_time,Graduate,STEM,,,1,47,0.0,<=1,city_other
4073,5256,city_83,0.923,Female,1,no_enrollment,Phd,STEM,500-999,private_limited,>4,13,0.0,>20,city_other
4074,14956,city_160,0.92,,0,no_enrollment,Primary School,,,,never,12,0.0,<=1,city_other
4075,8945,city_158,0.7659999999999999,,1,no_enrollment,Graduate,STEM,50-99,private_limited,2,282,1.0,6-10,city_other
4076,25268,city_90,0.698,Male,1,part_time,Graduate,STEM,100-499,private_limited,2,72,0.0,2-5,city_other
4077,15127,city_103,0.92,,0,no_enrollment,Masters,Other,,,2,30,1.0,16-20,city_103
4078,3015,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,,,1,91,0.0,>20,city_16
4079,14632,city_114,0.926,Male,0,full_time,Masters,STEM,,public_sector,>4,7,0.0,11-15,city_114
4080,28228,city_97,0.925,Male,0,no_enrollment,,,,,never,89,0.0,<=1,city_other
4081,8206,city_45,0.89,,1,part_time,High School,,50-99,private_limited,1,86,1.0,6-10,city_other
4082,25091,city_71,0.884,Male,1,no_enrollment,Masters,STEM,5000-9999,private_limited,1,26,0.0,>20,city_other
4083,30353,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,1000-4999,public_sector,1,21,0.0,2-5,city_103
4084,20312,city_175,0.7759999999999999,Male,1,part_time,Graduate,STEM,<10,private_limited,1,31,1.0,6-10,city_other
4085,32103,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,10-49,startup_funded,1,17,0.0,11-15,city_16
4086,27230,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,100-499,startup_funded,1,54,0.0,11-15,city_21
4087,26424,city_100,0.887,Male,0,no_enrollment,Masters,STEM,10000+,private_limited,4,23,1.0,11-15,city_other
4088,17704,city_103,0.92,Male,0,no_enrollment,High School,,,,never,90,0.0,2-5,city_103
4089,23617,city_103,0.92,Male,0,full_time,High School,,,,never,37,1.0,11-15,city_103
4090,30603,city_16,0.91,Male,0,no_enrollment,High School,,,,1,41,0.0,2-5,city_16
4091,28623,city_103,0.92,,1,no_enrollment,Graduate,STEM,5000-9999,private_limited,1,160,0.0,2-5,city_103
4092,15082,city_114,0.926,Male,1,no_enrollment,Graduate,STEM,50-99,startup_funded,1,84,0.0,11-15,city_114
4093,15393,city_117,0.698,Male,0,full_time,High School,,,,1,12,1.0,6-10,city_other
4094,21716,city_103,0.92,Male,0,part_time,Masters,STEM,10000+,private_limited,never,182,0.0,6-10,city_103
4095,10747,city_100,0.887,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,>4,18,0.0,>20,city_other
4096,10430,city_103,0.92,,0,no_enrollment,Phd,STEM,,,1,3,0.0,>20,city_103
4097,511,city_28,0.939,Other,1,part_time,Graduate,STEM,10-49,private_limited,4,85,0.0,6-10,city_other
4098,18526,city_136,0.897,Male,1,no_enrollment,Graduate,STEM,500-999,startup_funded,never,21,0.0,6-10,city_other
4099,884,city_103,0.92,,0,full_time,Graduate,STEM,,public_sector,1,101,0.0,2-5,city_103
4100,13252,city_106,0.698,Male,1,part_time,High School,,10-49,private_limited,1,32,0.0,11-15,city_other
4101,29287,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,,,1,38,0.0,11-15,city_16
4102,23821,city_133,0.742,Male,0,no_enrollment,Graduate,STEM,10000+,NGO,>4,44,0.0,>20,city_other
4103,16173,city_138,0.836,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,1,17,0.0,6-10,city_other
4104,32187,city_21,0.624,Female,1,no_enrollment,Masters,STEM,1000-4999,private_limited,2,51,0.0,6-10,city_21
4105,20562,city_78,0.579,Male,0,no_enrollment,Graduate,STEM,10000+,private_limited,never,68,1.0,2-5,city_other
4106,21458,city_21,0.624,Male,1,no_enrollment,Masters,STEM,100-499,private_limited,1,133,1.0,<=1,city_21
4107,2879,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,>4,52,0.0,>20,city_21
4108,24624,city_103,0.92,Male,1,no_enrollment,Masters,STEM,1000-4999,private_limited,1,212,0.0,16-20,city_103
4109,10318,city_131,0.68,Male,1,part_time,Graduate,STEM,,,1,46,1.0,2-5,city_other
4110,27470,city_160,0.92,Male,1,no_enrollment,Graduate,STEM,500-999,private_limited,4,16,0.0,>20,city_other
4111,27467,city_103,0.92,Male,0,full_time,Graduate,STEM,,,1,14,1.0,2-5,city_103
4112,1226,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,10-49,private_limited,1,8,0.0,6-10,city_103
4113,15986,city_65,0.802,Male,1,no_enrollment,Graduate,STEM,,,2,21,0.0,6-10,city_other
4114,6371,city_75,0.939,Other,1,no_enrollment,Graduate,STEM,<10,startup_earlystage,1,37,0.0,11-15,city_other
4115,3100,city_21,0.624,,0,full_time,Graduate,STEM,,,,47,0.0,2-5,city_21
4116,9567,city_160,0.92,Male,1,no_enrollment,Graduate,STEM,10-49,startup_funded,1,94,0.0,>20,city_other
4117,14332,city_19,0.682,,0,no_enrollment,Graduate,STEM,100-499,private_limited,1,336,0.0,2-5,city_other
4118,31835,city_21,0.624,,1,no_enrollment,Graduate,STEM,<10,startup_earlystage,1,7,1.0,<=1,city_21
4119,26478,city_65,0.802,Male,1,no_enrollment,Graduate,STEM,1000-4999,,1,168,0.0,2-5,city_other
4120,4399,city_103,0.92,Male,1,no_enrollment,Graduate,No Major,,,4,56,1.0,6-10,city_103
4121,3776,city_136,0.897,Male,0,no_enrollment,Masters,STEM,50-99,public_sector,>4,46,0.0,>20,city_other
4122,19914,city_103,0.92,Male,0,no_enrollment,Primary School,,,,never,17,0.0,2-5,city_103
4123,31062,city_103,0.92,Male,1,no_enrollment,Graduate,Humanities,50-99,private_limited,1,82,0.0,2-5,city_103
4124,18075,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,1,44,0.0,2-5,city_103
4125,21074,city_103,0.92,Male,1,,Graduate,STEM,10000+,private_limited,1,50,0.0,6-10,city_103
4126,23049,city_103,0.92,,1,no_enrollment,Graduate,STEM,500-999,private_limited,>4,39,0.0,>20,city_103
4127,5822,city_16,0.91,Male,0,no_enrollment,Primary School,,,,1,41,0.0,>20,city_16
4128,13384,city_136,0.897,Male,1,no_enrollment,Masters,STEM,50-99,private_limited,>4,16,0.0,16-20,city_other
4129,29788,city_103,0.92,Female,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,1,91,0.0,>20,city_103
4130,16569,city_28,0.939,Male,0,full_time,Graduate,STEM,10000+,private_limited,1,42,0.0,11-15,city_other
4131,25058,city_116,0.743,Female,1,no_enrollment,Masters,STEM,500-999,private_limited,>4,80,0.0,11-15,city_other
4132,14414,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,2,95,0.0,6-10,city_103
4133,32604,city_138,0.836,Male,0,no_enrollment,Graduate,STEM,,,1,42,0.0,6-10,city_other
4134,5337,city_101,0.5579999999999999,,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,2,89,0.0,2-5,city_other
4135,7040,city_103,0.92,,1,no_enrollment,Masters,Business Degree,100-499,private_limited,>4,28,0.0,2-5,city_103
4136,29145,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,5000-9999,private_limited,4,136,0.0,6-10,city_103
4137,31503,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,500-999,private_limited,1,2,0.0,11-15,city_16
4138,19161,city_41,0.8270000000000001,,1,full_time,High School,,<10,,never,10,0.0,2-5,city_other
4139,28323,city_19,0.682,Male,0,full_time,Graduate,STEM,,,never,45,1.0,2-5,city_other
4140,30006,city_21,0.624,,1,no_enrollment,Graduate,STEM,,,3,23,0.0,6-10,city_21
4141,17278,city_67,0.855,,0,part_time,Graduate,STEM,50-99,private_limited,1,166,0.0,6-10,city_other
4142,14424,city_74,0.579,Male,0,full_time,Graduate,STEM,100-499,private_limited,1,34,1.0,2-5,city_other
4143,24219,city_114,0.926,Female,1,no_enrollment,Graduate,STEM,100-499,private_limited,1,8,0.0,>20,city_114
4144,15402,city_102,0.804,,1,full_time,Graduate,STEM,100-499,private_limited,>4,6,0.0,11-15,city_other
4145,12034,city_114,0.926,Male,1,no_enrollment,High School,,,,never,21,1.0,16-20,city_114
4146,19456,city_21,0.624,Male,0,full_time,Masters,STEM,50-99,private_limited,2,48,1.0,2-5,city_21
4147,514,city_114,0.926,Female,1,,Graduate,STEM,,,>4,131,0.0,16-20,city_114
4148,26321,city_114,0.926,Male,0,no_enrollment,Masters,STEM,,,2,45,1.0,6-10,city_114
4149,29708,city_45,0.89,Male,1,part_time,High School,,10-49,private_limited,1,52,0.0,6-10,city_other
4150,11782,city_73,0.754,Male,1,part_time,Masters,STEM,100-499,private_limited,2,39,1.0,2-5,city_other
4151,16279,city_21,0.624,,1,no_enrollment,Graduate,STEM,10000+,private_limited,1,71,0.0,2-5,city_21
4152,5577,city_21,0.624,,0,no_enrollment,Graduate,STEM,10-49,,1,52,0.0,<=1,city_21
4153,9200,city_24,0.698,Male,1,no_enrollment,High School,,,,1,27,0.0,6-10,city_other
4154,28717,city_136,0.897,,1,no_enrollment,Graduate,STEM,5000-9999,public_sector,2,12,0.0,11-15,city_other
4155,17618,city_90,0.698,Male,1,no_enrollment,Masters,STEM,,,1,124,1.0,>20,city_other
4156,31106,city_160,0.92,,0,no_enrollment,Graduate,Arts,50-99,private_limited,never,130,0.0,2-5,city_other
4157,8792,city_114,0.926,Male,1,no_enrollment,High School,,,,>4,62,0.0,11-15,city_114
4158,17752,city_103,0.92,Male,1,no_enrollment,Masters,STEM,,,>4,210,1.0,>20,city_103
4159,4595,city_114,0.926,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,90,0.0,11-15,city_114
4160,29094,city_104,0.924,Male,1,no_enrollment,Masters,STEM,1000-4999,private_limited,1,30,0.0,>20,city_other
4161,6943,city_21,0.624,,1,no_enrollment,Graduate,STEM,500-999,private_limited,1,126,0.0,6-10,city_21
4162,5692,city_71,0.884,Male,1,no_enrollment,High School,,50-99,private_limited,2,6,0.0,6-10,city_other
4163,18033,city_103,0.92,Male,1,full_time,Graduate,STEM,,,1,91,1.0,<=1,city_103
4164,6121,city_57,0.866,Male,1,no_enrollment,Phd,STEM,100-499,NGO,>4,116,1.0,>20,city_other
4165,20222,city_104,0.924,Male,1,no_enrollment,High School,,,,1,82,1.0,6-10,city_other
4166,7146,city_103,0.92,Male,1,no_enrollment,Graduate,Other,10-49,private_limited,,64,0.0,16-20,city_103
4167,7150,city_21,0.624,Male,0,full_time,Graduate,STEM,,,never,17,0.0,2-5,city_21
4168,9326,city_104,0.924,Male,0,full_time,Graduate,STEM,50-99,,1,51,0.0,6-10,city_other
4169,25736,city_103,0.92,Female,1,no_enrollment,Graduate,STEM,50-99,private_limited,3,62,0.0,>20,city_103
4170,19769,city_114,0.926,,0,no_enrollment,High School,,100-499,private_limited,never,28,0.0,11-15,city_114
4171,22515,city_103,0.92,Male,0,full_time,High School,,,,never,44,0.0,2-5,city_103
4172,24126,city_21,0.624,,1,no_enrollment,Graduate,STEM,10000+,private_limited,4,66,0.0,6-10,city_21
4173,14528,city_100,0.887,Other,0,no_enrollment,High School,,,,never,11,0.0,2-5,city_other
4174,31788,city_160,0.92,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,3,18,1.0,11-15,city_other
4175,19859,city_100,0.887,Male,0,no_enrollment,Masters,STEM,1000-4999,public_sector,>4,3,1.0,>20,city_other
4176,6009,city_104,0.924,Male,1,no_enrollment,Masters,STEM,100-499,private_limited,4,35,0.0,>20,city_other
4177,3809,city_159,0.843,Male,0,full_time,High School,,,,never,35,0.0,2-5,city_other
4178,32214,city_142,0.727,Male,1,no_enrollment,Masters,STEM,,,>4,85,0.0,>20,city_other
4179,12367,city_152,0.698,,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,2,0.0,>20,city_other
4180,26040,city_73,0.754,,0,no_enrollment,High School,,,,1,148,1.0,6-10,city_other
4181,4349,city_103,0.92,Male,0,no_enrollment,Primary School,,,private_limited,never,99,0.0,2-5,city_103
4182,13670,city_103,0.92,Male,1,no_enrollment,Masters,STEM,100-499,private_limited,2,4,0.0,11-15,city_103
4183,1117,city_103,0.92,Male,0,full_time,Graduate,STEM,,,1,28,1.0,2-5,city_103
4184,25332,city_71,0.884,Male,1,part_time,Masters,STEM,50-99,,1,15,0.0,2-5,city_other
4185,15866,city_50,0.8959999999999999,,1,no_enrollment,Masters,STEM,10000+,private_limited,>4,96,0.0,11-15,city_other
4186,7352,city_100,0.887,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,2,16,0.0,16-20,city_other
4187,7143,city_103,0.92,Male,1,no_enrollment,Graduate,No Major,100-499,private_limited,1,17,0.0,2-5,city_103
4188,23239,city_27,0.848,Male,0,no_enrollment,Graduate,STEM,,,never,18,0.0,2-5,city_other
4189,30075,city_11,0.55,Male,1,full_time,Graduate,STEM,,,1,74,1.0,2-5,city_other
4190,3650,city_70,0.698,Male,1,part_time,Graduate,STEM,50-99,,1,17,0.0,11-15,city_other
4191,23397,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,50-99,,1,17,0.0,6-10,city_21
4192,2218,city_16,0.91,Female,1,no_enrollment,Graduate,STEM,500-999,private_limited,2,105,0.0,6-10,city_16
4193,5321,city_67,0.855,Male,0,full_time,High School,,,private_limited,never,12,0.0,2-5,city_other
4194,16696,city_160,0.92,Female,1,no_enrollment,Graduate,STEM,10-49,startup_earlystage,2,9,0.0,>20,city_other
4195,21354,city_114,0.926,Male,0,no_enrollment,Phd,STEM,1000-4999,private_limited,2,9,0.0,>20,city_114
4196,17770,city_19,0.682,,1,no_enrollment,Masters,STEM,1000-4999,private_limited,1,41,0.0,11-15,city_other
4197,27356,city_103,0.92,,0,no_enrollment,High School,,,,never,48,1.0,2-5,city_103
4198,23342,city_90,0.698,Male,1,full_time,Graduate,STEM,50-99,private_limited,1,56,0.0,6-10,city_other
4199,447,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,10-49,private_limited,1,101,1.0,2-5,city_21
4200,6042,city_103,0.92,Male,1,no_enrollment,Graduate,No Major,1000-4999,NGO,>4,83,0.0,>20,city_103
4201,22862,city_65,0.802,Male,1,no_enrollment,Graduate,STEM,5000-9999,private_limited,>4,130,1.0,11-15,city_other
4202,26242,city_160,0.92,Male,1,no_enrollment,Graduate,STEM,100-499,,2,91,0.0,11-15,city_other
4203,32481,city_165,0.903,Male,0,no_enrollment,Graduate,STEM,,,1,25,1.0,2-5,city_other
4204,28129,city_104,0.924,Female,1,no_enrollment,Masters,Other,1000-4999,private_limited,>4,150,0.0,16-20,city_other
4205,6059,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,>4,60,0.0,>20,city_103
4206,28205,city_103,0.92,Female,1,part_time,Graduate,STEM,50-99,private_limited,2,80,0.0,6-10,city_103
4207,9306,city_67,0.855,Male,1,no_enrollment,Masters,Business Degree,,private_limited,>4,96,1.0,,city_other
4208,3285,city_102,0.804,Male,1,full_time,High School,,5000-9999,,1,69,0.0,6-10,city_other
4209,7651,city_149,0.6890000000000001,,0,full_time,High School,,,,1,11,0.0,6-10,city_other
4210,16191,city_91,0.691,Male,1,no_enrollment,Graduate,STEM,,,>4,40,1.0,11-15,city_other
4211,12614,city_23,0.899,Female,0,full_time,Graduate,STEM,,,never,70,1.0,2-5,city_other
4212,1686,city_103,0.92,Male,0,full_time,Graduate,STEM,,,never,42,1.0,2-5,city_103
4213,22551,city_114,0.926,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,>4,5,0.0,6-10,city_114
4214,26356,city_103,0.92,Female,0,no_enrollment,Phd,STEM,100-499,public_sector,2,79,0.0,11-15,city_103
4215,17897,city_104,0.924,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,4,36,0.0,11-15,city_other
4216,9371,city_75,0.939,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,2,26,0.0,6-10,city_other
4217,12411,city_75,0.939,Male,0,full_time,Graduate,STEM,,,1,145,0.0,11-15,city_other
4218,13190,city_75,0.939,Female,1,no_enrollment,Masters,STEM,1000-4999,private_limited,3,84,0.0,11-15,city_other
