,enrollee_id,city_development_index,gender_Female,gender_Other,relevent_experience,enrolled_university_full_time,enrolled_university_part_time,education_level,major_Other,major_Humanities,major_Arts,major_No Major,major_Business Degree,company_size,company_type_private_limited,company_type_startup_earlystage,company_type_public_sector,company_type_startup_funded,company_type_NGO,company_type_Other,last_new_job,training_hours,target,exp_range,city_group_city_114,city_group_city_21,city_group_city_other,city_group_city_103,city_group_city_16
14667,26759,0.624,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,58,1.0,0,0,1,0,0,0
13034,19817,0.624,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,2,149,1.0,1,0,1,0,0,0
9590,32171,0.92,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,2,47,0.0,4,0,0,0,1,0
4344,11893,0.92,1,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,4,52,0.0,2,0,0,0,1,0
15462,22236,0.887,0,0,1,0,1,2,0,0,0,0,0,3,1,0,0,0,0,0,1,94,1.0,5,0,0,1,0,0
12563,31712,0.92,0,0,1,0,0,2,0,0,0,1,0,3,1,0,0,0,0,0,3,114,0.0,3,0,0,0,1,0
17003,31246,0.89,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,2,39,0.0,4,0,0,1,0,0
13955,18080,0.855,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,176,0.0,0,0,0,1,0,0
13437,20,0.926,0,0,0,1,0,3,0,0,0,0,0,4,0,0,1,0,0,0,2,76,1.0,2,1,0,0,0,0
4187,7143,0.92,0,0,1,0,0,2,0,0,0,1,0,3,1,0,0,0,0,0,1,17,0.0,1,0,0,0,1,0
1735,21021,0.92,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,107,0.0,3,0,0,0,1,0
14949,29180,0.899,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,2,130,0.0,4,0,0,1,0,0
8007,15068,0.83,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,7,0.0,1,0,0,1,0,0
12652,6307,0.926,0,0,1,0,1,3,0,0,0,0,0,4,1,0,0,0,0,0,0,14,0.0,3,1,0,0,0,0
6707,27271,0.92,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,80,0.0,4,0,0,0,1,0
1684,3845,0.92,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,5,106,0.0,1,0,0,0,1,0
4650,13752,0.884,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,15,0.0,2,0,0,1,0,0
9969,10725,0.624,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,92,0.0,1,0,1,0,0,0
10269,11110,0.802,0,0,1,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,1,20,0.0,3,0,0,1,0,0
17079,13719,0.91,0,0,1,0,0,3,0,0,0,0,0,5,1,0,0,0,0,0,1,50,0.0,2,0,0,0,0,1
14859,33045,0.897,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,2,48,0.0,2,0,0,1,0,0
6099,25043,0.91,0,0,1,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,4,95,0.0,5,0,0,0,0,1
10817,30444,0.92,0,0,1,0,0,2,0,0,0,0,1,2,1,0,0,0,0,0,5,16,0.0,3,0,0,0,1,0
819,28820,0.624,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1,32,1.0,1,0,1,0,0,0
19044,14441,0.925,0,0,1,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,2,105,0.0,2,0,0,1,0,0
7598,17869,0.913,1,0,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,3,12,0.0,1,0,0,1,0,0
2789,3640,0.8270000000000001,0,0,1,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,5,26,0.0,4,0,0,1,0,0
6992,13940,0.887,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,46,0.0,1,0,0,1,0,0
12604,2760,0.624,0,0,1,1,0,2,0,0,0,0,0,4,1,0,0,0,0,0,1,9,1.0,0,0,1,0,0,0
874,15250,0.92,0,0,1,0,0,3,0,0,0,0,0,6,1,0,0,0,0,0,1,127,0.0,1,0,0,0,1,0
8986,2333,0.91,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,106,0.0,0,0,0,0,0,1
18923,8832,0.92,0,0,1,0,0,3,0,0,0,0,1,5,1,0,0,0,0,0,5,14,1.0,4,0,0,0,1,0
4009,10376,0.479,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,1,4,0.0,1,0,0,1,0,0
12063,23221,0.92,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,2,70,0.0,5,0,0,0,1,0
10463,29666,0.926,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,4,15,0.0,3,1,0,0,0,0
13789,29057,0.754,0,0,1,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,2,9,0.0,2,0,0,1,0,0
17196,2040,0.925,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,8,1.0,4,0,0,1,0,0
12968,11722,0.897,0,0,0,0,0,3,0,0,0,0,0,5,1,0,0,0,0,0,1,10,0.0,5,0,0,1,0,0
10936,22810,0.624,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,2,28,0.0,1,0,1,0,0,0
1697,5311,0.887,0,0,0,0,1,2,0,0,0,0,0,3,1,0,0,0,0,0,2,12,1.0,5,0,0,1,0,0
6499,17242,0.527,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,55,0.0,0,0,0,1,0,0
13979,8399,0.92,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,5,19,1.0,5,0,0,0,1,0
13964,19282,0.915,1,0,1,0,0,4,0,0,0,0,0,6,0,0,1,0,0,0,5,4,0.0,5,0,0,1,0,0
12805,26342,0.92,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,1,30,0.0,5,0,0,0,1,0
15088,33017,0.8270000000000001,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,73,0.0,0,0,0,1,0,0
9681,5993,0.698,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,5,74,0.0,4,0,0,1,0,0
3436,14986,0.939,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,69,0.0,5,0,0,1,0,0
11741,23082,0.887,0,0,0,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,2,24,1.0,2,0,0,1,0,0
5560,5915,0.91,0,0,1,1,0,2,0,0,0,0,0,3,1,0,0,0,0,0,5,26,0.0,4,0,0,0,0,1
13391,6160,0.802,1,0,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,43,0.0,1,0,0,1,0,0
8044,9547,0.884,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,5,65,1.0,3,0,0,1,0,0
4519,28622,0.6659999999999999,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,122,0.0,2,0,0,1,0,0
4415,25159,0.794,0,0,1,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,2,4,0.0,5,0,0,1,0,0
13846,19089,0.92,0,0,1,0,0,3,0,0,0,0,0,5,0,0,1,0,0,0,5,17,0.0,5,0,0,0,1,0
15787,23113,0.856,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,26,0.0,3,0,0,1,0,0
4181,4349,0.92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0.0,1,0,0,0,1,0
13619,33161,0.91,1,0,1,0,0,2,0,0,0,0,0,7,0,0,0,0,0,1,1,43,0.0,5,0,0,0,0,1
6907,27601,0.926,0,0,1,0,0,3,0,0,0,0,0,5,1,0,0,0,0,0,2,112,0.0,4,1,0,0,0,0
2414,21890,0.624,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,68,1.0,1,0,1,0,0,0
6571,6423,0.698,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,5,42,0.0,5,0,0,1,0,0
15544,18363,0.624,0,0,1,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,1,10,0.0,1,0,1,0,0,0
17395,919,0.848,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,56,1.0,2,0,0,1,0,0
12489,18496,0.926,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,3,84,0.0,3,1,0,0,0,0
3318,5835,0.924,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,1,59,0.0,4,0,0,1,0,0
9485,26412,0.92,0,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,5,76,0.0,4,0,0,0,1,0
112,27963,0.949,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,160,1.0,1,0,0,1,0,0
10027,32443,0.6890000000000001,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,61,0.0,1,0,0,1,0,0
4622,32050,0.624,0,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,1,100,0.0,2,0,1,0,0,0
18876,6747,0.624,0,0,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,3,28,0.0,0,0,1,0,0,0
6086,12519,0.91,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,1,44,0.0,4,0,0,0,0,1
1760,26780,0.897,0,0,1,1,0,3,0,0,0,0,0,4,0,0,0,1,0,0,2,14,0.0,0,0,0,1,0,0
14761,11917,0.949,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,1,0,0,1,13,0.0,2,0,0,1,0,0
9059,16687,0.92,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,5,18,1.0,3,0,0,0,1,0
10142,24828,0.92,0,0,0,0,0,2,0,0,0,0,0,6,0,0,1,0,0,0,5,6,0.0,5,0,0,0,1,0
5251,8984,0.92,1,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,1,25,0.0,1,0,0,0,1,0
14446,29682,0.92,0,0,1,0,0,2,0,0,1,0,0,3,1,0,0,0,0,0,2,55,0.0,2,0,0,0,1,0
16375,29849,0.767,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,5,73,0.0,2,0,0,1,0,0
16662,15081,0.767,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,75,1.0,1,0,0,1,0,0
6481,26027,0.939,0,0,1,0,0,4,0,0,0,0,0,5,1,0,0,0,0,0,2,27,0.0,5,0,0,1,0,0
16719,22952,0.926,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,6,0.0,1,1,0,0,0,0
18010,8323,0.855,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,2,56,0.0,4,0,0,1,0,0
15799,10659,0.802,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,156,0.0,3,0,0,1,0,0
9202,13134,0.92,0,0,1,0,0,3,0,0,0,0,0,5,0,0,1,0,0,0,1,46,0.0,5,0,0,1,0,0
10255,7507,0.92,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,36,1.0,1,0,0,0,1,0
8142,1357,0.754,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,2,48,0.0,2,0,0,1,0,0
5154,22223,0.92,0,0,1,0,0,2,0,0,0,0,0,5,0,0,0,0,1,0,5,12,0.0,2,0,0,0,1,0
9826,12968,0.92,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,2,80,0.0,2,0,0,0,1,0
7734,32004,0.855,1,0,0,1,0,1,0,0,0,0,0,7,0,0,0,1,0,0,1,34,0.0,1,0,0,1,0,0
15642,3063,0.926,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,47,0.0,2,1,0,0,0,0
10310,2288,0.913,1,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,2,72,1.0,3,0,0,1,0,0
1975,32223,0.92,0,1,1,0,0,2,0,0,1,0,0,4,0,0,0,1,0,0,1,96,0.0,1,0,0,0,1,0
8655,7310,0.921,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,21,1.0,1,0,0,1,0,0
9137,8033,0.91,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,126,1.0,1,0,0,0,0,1
5680,4396,0.92,0,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,1,256,0.0,5,0,0,1,0,0
4955,30581,0.913,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,2,18,0.0,5,0,0,1,0,0
6341,11652,0.91,0,0,1,0,0,4,0,0,0,0,0,7,1,0,0,0,0,0,5,56,0.0,5,0,0,0,0,1
4635,4554,0.624,1,0,0,0,1,3,0,0,0,0,0,6,1,0,0,0,0,0,1,55,1.0,0,0,1,0,0,0
7223,22910,0.7759999999999999,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,4,21,0.0,4,0,0,1,0,0
9416,14385,0.624,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,80,1.0,0,0,1,0,0,0
6172,8088,0.939,1,0,0,0,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,9,1.0,2,0,0,1,0,0
11123,7044,0.926,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,62,0.0,2,1,0,0,0,0
1302,16470,0.926,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,94,0.0,2,1,0,0,0,0
5692,28918,0.92,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,88,0.0,4,0,0,1,0,0
17878,17497,0.926,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,17,0.0,3,1,0,0,0,0
8319,10543,0.624,1,0,1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,11,0.0,1,0,1,0,0,0
7876,19514,0.624,0,0,1,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,2,110,1.0,1,0,1,0,0,0
422,15796,0.884,1,0,1,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,2,322,1.0,1,0,0,1,0,0
3711,33266,0.92,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,5,58,0.0,3,0,0,1,0,0
13405,10911,0.91,0,1,0,1,0,2,0,1,0,0,0,4,1,0,0,0,0,0,1,48,0.0,2,0,0,0,0,1
902,1926,0.738,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,2,44,0.0,3,0,0,1,0,0
5582,2711,0.866,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,288,0.0,2,0,0,1,0,0
16107,32042,0.92,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,78,0.0,5,0,0,0,1,0
2095,14490,0.91,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,5,30,0.0,5,0,0,0,0,1
2582,19572,0.804,0,0,0,0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,1,20,0.0,2,0,0,1,0,0
6315,11484,0.925,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,111,0.0,5,0,0,1,0,0
14369,25281,0.92,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,5,2,0.0,5,0,0,0,1,0
295,12934,0.926,0,0,1,0,1,2,0,0,0,0,0,4,1,0,0,0,0,0,2,64,0.0,4,1,0,0,0,0
17576,31440,0.855,0,0,1,1,0,2,0,0,0,0,0,3,1,0,0,0,0,0,4,100,0.0,3,0,0,1,0,0
10853,5057,0.92,1,0,1,1,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,24,0.0,1,0,0,1,0,0
4652,13636,0.924,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,16,0.0,4,0,0,1,0,0
16393,9222,0.887,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,2,39,0.0,5,0,0,1,0,0
18644,2435,0.887,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,133,0.0,4,0,0,1,0,0
16173,31897,0.92,0,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,5,16,0.0,3,0,0,0,1,0
1189,24456,0.624,0,0,0,1,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,88,1.0,2,0,1,0,0,0
12946,25311,0.91,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,2,112,1.0,3,0,0,0,0,1
17811,16592,0.91,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,2,99,0.0,4,0,0,0,0,1
18258,15967,0.884,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,35,0.0,0,0,0,1,0,0
11795,1565,0.92,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,56,0.0,2,0,0,0,1,0
5956,22704,0.865,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,39,0.0,1,0,0,1,0,0
9249,30422,0.775,0,0,1,0,1,2,0,0,0,0,0,6,0,0,1,0,0,0,1,44,0.0,5,0,0,1,0,0
15574,19436,0.624,0,0,1,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,2,47,1.0,4,0,1,0,0,0
9446,23293,0.624,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,42,1.0,1,0,1,0,0,0
4069,11,0.92,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,20,0.0,3,0,0,0,1,0
181,3065,0.92,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,1,50,0.0,5,0,0,0,1,0
12178,21992,0.91,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,17,0.0,1,0,0,0,0,1
10672,5645,0.624,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1,48,0.0,2,0,1,0,0,0
3377,33118,0.92,1,0,1,0,1,2,0,0,0,0,0,7,1,0,0,0,0,0,1,43,0.0,2,0,0,0,1,0
5916,26125,0.92,1,0,1,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,1,66,0.0,3,0,0,1,0,0
9568,12427,0.624,1,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,23,0.0,1,0,1,0,0,0
19149,251,0.92,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,36,1.0,2,0,0,0,1,0
5243,9336,0.903,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,18,0.0,1,0,0,1,0,0
15976,26588,0.926,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,1,218,1.0,3,1,0,0,0,0
3435,30243,0.887,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,43,1.0,2,0,0,1,0,0
18818,17516,0.92,0,0,1,0,0,2,0,0,0,0,1,5,1,0,0,0,0,0,1,65,0.0,5,0,0,0,1,0
17918,10212,0.92,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,33,0.0,1,0,0,1,0,0
7554,19434,0.624,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,1,11,1.0,2,0,1,0,0,0
4641,24999,0.893,0,0,0,0,0,3,1,0,0,0,0,7,1,0,0,0,0,0,4,14,0.0,2,0,0,1,0,0
17164,9109,0.691,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,1,78,0.0,2,0,0,1,0,0
6448,18548,0.624,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,98,0.0,2,0,1,0,0,0
999,4482,0.92,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,105,0.0,5,0,0,0,1,0
2298,8894,0.939,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5,21,0.0,3,0,0,1,0,0
10471,9669,0.92,1,0,1,0,0,2,1,0,0,0,0,4,1,0,0,0,0,0,2,52,0.0,4,0,0,0,1,0
2397,28338,0.91,0,0,1,0,0,2,0,0,0,0,0,7,0,0,1,0,0,0,1,41,0.0,5,0,0,0,0,1
12449,20715,0.897,0,0,0,1,0,2,0,0,0,1,0,5,1,0,0,0,0,0,1,68,0.0,1,0,0,1,0,0
2674,32791,0.92,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,2,82,0.0,3,0,0,0,1,0
19061,215,0.887,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,45,0.0,3,0,0,1,0,0
6945,1067,0.92,0,0,1,0,1,3,0,0,0,0,0,5,1,0,0,0,0,0,2,28,0.0,1,0,0,0,1,0
10946,4515,0.887,0,0,1,0,1,4,0,0,0,0,0,4,1,0,0,0,0,0,5,41,0.0,5,0,0,1,0,0
7910,29935,0.92,1,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,17,0.0,1,0,0,0,1,0
4587,23530,0.624,1,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,1,68,1.0,1,0,1,0,0,0
13885,31334,0.897,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,1,48,0.0,3,0,0,1,0,0
2479,17219,0.624,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,260,1.0,0,0,1,0,0,0
5284,27940,0.939,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,2,148,0.0,5,0,0,1,0,0
924,22595,0.887,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,14,0.0,1,0,0,1,0,0
11636,25089,0.924,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0.0,2,0,0,1,0,0
10684,8909,0.899,1,0,1,0,0,2,1,0,0,0,0,4,0,1,0,0,0,0,5,178,0.0,5,0,0,1,0,0
16902,13210,0.92,1,0,0,0,0,3,0,1,0,0,0,5,0,0,1,0,0,0,2,72,0.0,1,0,0,0,1,0
2323,26134,0.923,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,52,0.0,1,0,0,1,0,0
17664,6455,0.92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0.0,1,0,0,0,1,0
18875,1730,0.624,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,4,48,1.0,2,0,1,0,0,0
216,31602,0.92,0,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,1,7,0.0,5,0,0,0,1,0
5373,6148,0.91,0,0,0,1,0,2,0,0,0,0,0,7,1,0,0,0,0,0,1,78,1.0,1,0,0,0,0,1
18371,5043,0.767,1,0,1,1,0,3,0,0,0,0,0,3,0,0,0,1,0,0,1,35,0.0,4,0,0,1,0,0
17380,26447,0.624,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,48,1.0,2,0,1,0,0,0
1835,29130,0.92,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,161,1.0,5,0,0,0,1,0
16960,11183,0.92,1,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,4,42,0.0,5,0,0,1,0,0
14677,22752,0.91,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,2,65,0.0,1,0,0,0,0,1
2003,18076,0.91,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,3,73,0.0,1,0,0,0,0,1
10222,4580,0.624,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,79,1.0,2,0,1,0,0,0
4909,24348,0.647,1,0,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,55,0.0,1,0,0,1,0,0
4608,19113,0.926,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0.0,1,1,0,0,0,0
7402,19825,0.698,0,0,1,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,5,31,1.0,3,0,0,1,0,0
3558,15389,0.897,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,74,0.0,2,0,0,1,0,0
3104,8920,0.92,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,43,1.0,2,0,0,0,1,0
12596,31838,0.855,1,0,1,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,1,70,1.0,2,0,0,1,0,0
5011,20568,0.6659999999999999,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,5,160,0.0,4,0,0,1,0,0
15198,27676,0.92,0,0,0,0,0,2,0,1,0,0,0,4,1,0,0,0,0,0,1,40,0.0,3,0,0,1,0,0
12232,10951,0.92,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,5,53,0.0,5,0,0,1,0,0
15706,683,0.913,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,3,15,0.0,3,0,0,1,0,0
15025,14350,0.923,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,2,74,1.0,0,0,0,1,0,0
11756,24798,0.92,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,5,23,0.0,5,0,0,0,1,0
9880,33315,0.926,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,18,0.0,1,1,0,0,0,0
10504,3104,0.698,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,18,0.0,0,0,0,1,0,0
13978,27088,0.926,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,4,32,0.0,1,1,0,0,0,0
12870,15363,0.92,0,0,0,1,0,2,1,0,0,0,0,5,0,0,1,0,0,0,1,50,1.0,3,0,0,0,1,0
16948,13830,0.855,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,1,112,0.0,2,0,0,1,0,0
12822,25378,0.897,0,0,1,0,0,2,1,0,0,0,0,5,1,0,0,0,0,0,0,99,0.0,5,0,0,1,0,0
7181,26054,0.624,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,4,58,1.0,2,0,1,0,0,0
16360,4257,0.698,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,68,0.0,0,0,0,1,0,0
10911,32297,0.92,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,5,5,0.0,3,0,0,0,1,0
10985,418,0.878,0,0,1,0,0,3,0,0,0,0,0,6,1,0,0,0,0,0,2,35,0.0,4,0,0,1,0,0
2559,32175,0.92,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,1,38,0.0,2,0,0,0,1,0
7488,21419,0.624,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,56,0.0,2,0,1,0,0,0
2426,23343,0.624,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,18,1.0,0,0,1,0,0,0
1186,22797,0.895,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,1,109,0.0,2,0,0,1,0,0
5434,10425,0.6890000000000001,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,12,0.0,1,0,0,1,0,0
8745,6681,0.624,0,0,1,1,0,2,0,0,0,0,0,4,1,0,0,0,0,0,1,80,1.0,2,0,1,0,0,0
9582,13584,0.926,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,57,0.0,5,1,0,0,0,0
