,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major,company_size,company_type,last_new_job,training_hours,target,exp_range
4892,13532,city_165,0.903,,0,part_time,Graduate,Humanities,50-99,private_limited,1,73,0.0,6-10
4893,19871,city_104,0.924,,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,34,1.0,2-5
4894,26665,city_160,0.92,Male,0,full_time,Graduate,STEM,,,1,15,1.0,2-5
4895,19076,city_71,0.884,,0,,Graduate,STEM,,,never,83,0.0,11-15
4896,12009,city_71,0.884,Male,0,full_time,Graduate,STEM,,,never,11,1.0,2-5
4897,23495,city_11,0.55,,1,no_enrollment,Masters,STEM,50-99,private_limited,>4,12,1.0,16-20
4898,6512,city_21,0.624,,1,full_time,Graduate,STEM,50-99,private_limited,1,34,0.0,2-5
4899,8148,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,>4,28,0.0,>20
4900,6553,city_115,0.789,,0,no_enrollment,Masters,STEM,50-99,private_limited,4,79,0.0,6-10
4901,22755,city_73,0.754,Male,1,no_enrollment,Masters,STEM,100-499,private_limited,>4,74,0.0,16-20
4902,1340,city_160,0.92,Male,1,no_enrollment,Graduate,STEM,,,1,218,0.0,>20
4903,24383,city_114,0.926,,0,,High School,,100-499,public_sector,2,65,0.0,2-5
4904,4527,city_160,0.92,Male,1,full_time,,,10000+,private_limited,2,109,0.0,2-5
4905,32671,city_145,0.555,,0,no_enrollment,Graduate,STEM,50-99,NGO,never,42,0.0,2-5
4906,10807,city_104,0.924,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,>4,15,0.0,>20
4907,25532,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,1,25,0.0,16-20
4908,15040,city_103,0.92,Male,1,no_enrollment,High School,,50-99,private_limited,1,23,0.0,11-15
4909,24348,city_7,0.647,Female,0,full_time,Graduate,STEM,,,never,55,0.0,2-5
4910,2154,city_50,0.8959999999999999,Male,1,no_enrollment,Masters,STEM,10000+,private_limited,2,78,0.0,16-20
4911,5414,city_71,0.884,Male,1,full_time,High School,,,,never,74,0.0,6-10
4912,32730,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,2,122,1.0,<=1
4913,1948,city_10,0.895,Male,1,no_enrollment,Phd,STEM,50-99,private_limited,1,22,0.0,>20
4914,15365,city_21,0.624,Male,1,no_enrollment,Masters,STEM,10000+,private_limited,>4,143,0.0,16-20
4915,24500,city_16,0.91,,0,no_enrollment,Graduate,STEM,,,1,103,1.0,11-15
4916,14982,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,22,0.0,6-10
4917,25911,city_136,0.897,Male,1,full_time,Graduate,STEM,50-99,startup_funded,2,50,0.0,2-5
4918,27313,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,3,280,1.0,16-20
4919,18466,city_50,0.8959999999999999,Male,1,no_enrollment,High School,,,private_limited,1,14,0.0,11-15
4920,11537,city_42,0.563,,0,full_time,,,10-49,,1,20,1.0,2-5
4921,29134,city_104,0.924,,1,no_enrollment,Masters,STEM,50-99,private_limited,>4,43,0.0,11-15
4922,14141,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,<10,private_limited,1,18,0.0,2-5
4923,13835,city_21,0.624,Male,0,full_time,Graduate,STEM,,,never,70,1.0,<=1
4924,9568,city_7,0.647,Male,0,full_time,Graduate,STEM,,,never,30,1.0,2-5
4925,23201,city_103,0.92,Male,1,no_enrollment,Masters,STEM,10000+,private_limited,1,174,0.0,6-10
4926,2843,city_105,0.794,Male,0,no_enrollment,Graduate,STEM,10-49,private_limited,1,55,0.0,<=1
4927,26987,city_165,0.903,,0,no_enrollment,Graduate,STEM,50-99,startup_funded,1,90,0.0,2-5
4928,24365,city_21,0.624,,1,full_time,Graduate,STEM,<10,startup_earlystage,,85,1.0,<=1
4929,11052,city_103,0.92,Female,1,no_enrollment,Masters,STEM,,,1,80,0.0,16-20
4930,3552,city_114,0.926,Male,1,no_enrollment,High School,,<10,private_limited,never,66,0.0,16-20
4931,24651,city_150,0.698,Male,1,no_enrollment,Graduate,Humanities,<10,startup_funded,1,80,1.0,2-5
4932,4644,city_116,0.743,Male,1,no_enrollment,Masters,STEM,,,3,26,0.0,11-15
4933,3082,city_83,0.923,Male,1,no_enrollment,Masters,STEM,10000+,private_limited,1,37,0.0,16-20
4934,3886,city_160,0.92,Male,0,full_time,High School,,,private_limited,never,212,0.0,2-5
4935,15821,city_24,0.698,Male,1,full_time,Masters,STEM,50-99,public_sector,2,45,0.0,2-5
4936,10670,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,500-999,private_limited,1,78,1.0,6-10
4937,20377,city_21,0.624,Male,0,no_enrollment,Graduate,STEM,10-49,,1,29,0.0,<=1
4938,791,city_114,0.926,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,2,77,0.0,6-10
4939,11351,city_160,0.92,Male,1,no_enrollment,Graduate,STEM,,private_limited,1,22,0.0,11-15
4940,1460,city_165,0.903,,1,no_enrollment,Graduate,Arts,100-499,private_limited,never,20,0.0,6-10
4941,15778,city_61,0.913,Male,1,no_enrollment,Graduate,STEM,10-49,private_limited,1,15,0.0,11-15
4942,6870,city_21,0.624,Female,1,no_enrollment,Graduate,STEM,500-999,private_limited,>4,36,1.0,6-10
4943,32593,city_114,0.926,Male,0,full_time,High School,,,,1,102,1.0,6-10
4944,21055,city_90,0.698,,1,full_time,Graduate,STEM,50-99,private_limited,1,20,0.0,2-5
4945,24090,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,1,15,1.0,2-5
4946,17690,city_103,0.92,Female,1,no_enrollment,Masters,Arts,1000-4999,private_limited,1,73,0.0,<=1
4947,13053,city_11,0.55,,1,no_enrollment,Graduate,STEM,10-49,private_limited,1,45,1.0,6-10
4948,12229,city_28,0.939,,1,no_enrollment,Masters,STEM,1000-4999,private_limited,1,22,0.0,16-20
4949,4485,city_21,0.624,,0,full_time,High School,,,,never,166,1.0,<=1
4950,12791,city_103,0.92,Male,1,no_enrollment,Graduate,Humanities,100-499,private_limited,1,23,0.0,16-20
4951,6013,city_160,0.92,Male,1,no_enrollment,Masters,STEM,10000+,public_sector,3,55,0.0,>20
4952,27263,city_136,0.897,,1,no_enrollment,Masters,STEM,50-99,,1,54,0.0,2-5
4953,13442,city_70,0.698,,1,full_time,Graduate,STEM,500-999,private_limited,1,166,0.0,2-5
4954,10793,city_16,0.91,Male,1,full_time,Graduate,STEM,,,1,55,1.0,6-10
4955,30581,city_61,0.913,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,2,18,0.0,>20
4956,23525,city_73,0.754,,0,full_time,High School,,,,1,63,0.0,<=1
4957,9421,city_76,0.698,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,>4,62,0.0,6-10
4958,14714,city_21,0.624,Male,1,full_time,Graduate,STEM,10-49,private_limited,4,109,1.0,2-5
4959,1725,city_99,0.915,Male,1,no_enrollment,Masters,Humanities,,,4,60,0.0,16-20
4960,3154,city_67,0.855,Male,1,part_time,Graduate,STEM,100-499,private_limited,1,98,0.0,6-10
4961,6688,city_73,0.754,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,>4,82,0.0,>20
4962,17332,city_114,0.926,Male,1,no_enrollment,Masters,STEM,100-499,startup_funded,1,19,0.0,2-5
4963,15730,city_16,0.91,,1,no_enrollment,Graduate,STEM,,private_limited,>4,48,0.0,2-5
4964,7099,city_16,0.91,,1,no_enrollment,Graduate,STEM,10-49,private_limited,>4,282,0.0,>20
4965,8183,city_45,0.89,,1,no_enrollment,Graduate,STEM,500-999,private_limited,1,4,0.0,16-20
4966,21524,city_21,0.624,Male,0,no_enrollment,Graduate,Other,10000+,private_limited,2,102,1.0,2-5
4967,1524,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,2,23,0.0,6-10
4968,27737,city_103,0.92,Male,1,no_enrollment,Graduate,No Major,,,>4,110,1.0,>20
4969,27790,city_41,0.8270000000000001,Male,0,full_time,High School,,,,2,7,0.0,11-15
4970,11146,city_103,0.92,Male,1,no_enrollment,Graduate,Humanities,,,never,17,1.0,16-20
4971,31520,city_67,0.855,Male,0,full_time,High School,,10000+,private_limited,1,7,0.0,2-5
4972,12188,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,<10,startup_earlystage,4,103,1.0,16-20
4973,31178,city_102,0.804,Male,1,full_time,High School,,100-499,private_limited,1,79,0.0,2-5
4974,4712,city_67,0.855,Female,1,part_time,Graduate,STEM,10-49,startup_earlystage,1,48,0.0,2-5
4975,23483,city_23,0.899,Male,1,part_time,,,500-999,private_limited,1,52,0.0,2-5
4976,30227,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,2,99,0.0,6-10
4977,8907,city_75,0.939,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,9,0.0,>20
4978,15721,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,,,1,52,0.0,16-20
4979,25015,city_100,0.887,Male,1,no_enrollment,Graduate,STEM,500-999,private_limited,4,13,0.0,>20
4980,1990,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,10-49,startup_earlystage,1,24,0.0,6-10
4981,30515,city_136,0.897,Male,0,full_time,Graduate,STEM,,,never,90,0.0,6-10
4982,26949,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,>4,174,0.0,>20
4983,31589,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,10-49,private_limited,3,54,0.0,16-20
4984,31374,city_57,0.866,Male,1,full_time,Graduate,STEM,<10,private_limited,3,44,0.0,6-10
4985,7705,city_114,0.926,Male,1,no_enrollment,Graduate,STEM,500-999,private_limited,2,21,0.0,11-15
4986,17146,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,,,1,30,1.0,11-15
4987,558,city_173,0.878,Male,0,no_enrollment,Primary School,,10-49,private_limited,3,88,0.0,2-5
4988,1961,city_21,0.624,,0,full_time,Graduate,STEM,,private_limited,never,51,0.0,6-10
4989,26675,city_103,0.92,Female,0,full_time,Graduate,STEM,,,1,21,1.0,2-5
4990,33065,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,<10,private_limited,never,102,1.0,2-5
4991,16281,city_21,0.624,,1,no_enrollment,Graduate,STEM,100-499,private_limited,2,18,1.0,6-10
4992,16036,city_103,0.92,,0,no_enrollment,Graduate,STEM,,,never,12,0.0,2-5
4993,20620,city_104,0.924,Male,1,no_enrollment,Masters,Business Degree,1000-4999,private_limited,2,70,0.0,16-20
4994,4196,city_160,0.92,,0,full_time,High School,,,,never,67,0.0,<=1
4995,7892,city_21,0.624,Female,1,no_enrollment,Graduate,STEM,100-499,,1,114,1.0,2-5
4996,19768,city_21,0.624,Male,0,no_enrollment,Graduate,STEM,100-499,private_limited,1,64,1.0,2-5
4997,33180,city_16,0.91,Male,0,no_enrollment,High School,,5000-9999,private_limited,>4,89,0.0,>20
4998,13215,city_103,0.92,Female,1,no_enrollment,Graduate,STEM,10000+,private_limited,>4,20,1.0,6-10
4999,2386,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,5000-9999,private_limited,2,16,0.0,2-5
5000,18582,city_83,0.923,Male,1,no_enrollment,Masters,STEM,10000+,private_limited,4,170,0.0,6-10
5001,25222,city_159,0.843,,1,no_enrollment,Graduate,STEM,<10,private_limited,1,107,0.0,6-10
5002,5697,city_61,0.913,Female,1,no_enrollment,Graduate,STEM,100-499,,1,9,0.0,>20
5003,5172,city_21,0.624,Male,0,full_time,Graduate,STEM,,,never,38,1.0,2-5
5004,1815,city_27,0.848,Male,1,no_enrollment,Masters,STEM,10000+,private_limited,>4,17,1.0,16-20
5005,18347,city_74,0.579,,1,no_enrollment,Graduate,STEM,<10,private_limited,1,72,0.0,6-10
5006,3907,city_103,0.92,Male,1,no_enrollment,Masters,STEM,5000-9999,NGO,>4,58,0.0,16-20
5007,372,city_45,0.89,Male,0,part_time,Graduate,No Major,<10,private_limited,1,24,0.0,2-5
5008,10580,city_114,0.926,Male,1,no_enrollment,Phd,STEM,100-499,public_sector,2,28,0.0,16-20
5009,33376,city_16,0.91,Female,1,no_enrollment,Masters,Business Degree,1000-4999,public_sector,4,74,0.0,6-10
5010,27970,city_33,0.4479999999999999,Male,0,no_enrollment,Graduate,STEM,,,never,73,1.0,<=1
5011,20568,city_64,0.6659999999999999,Male,1,no_enrollment,Masters,STEM,50-99,private_limited,>4,160,0.0,16-20
5012,9059,city_21,0.624,Male,1,no_enrollment,Masters,STEM,100-499,private_limited,1,26,0.0,6-10
5013,27233,city_21,0.624,Male,1,full_time,Graduate,STEM,50-99,private_limited,1,3,1.0,6-10
5014,30763,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,50-99,startup_funded,1,17,1.0,6-10
5015,12383,city_14,0.698,,1,no_enrollment,Graduate,Business Degree,<10,private_limited,1,278,0.0,11-15
5016,16428,city_21,0.624,,1,full_time,Graduate,STEM,5000-9999,,2,14,1.0,2-5
5017,3074,city_160,0.92,Male,1,no_enrollment,Graduate,STEM,10-49,startup_funded,1,20,0.0,>20
5018,18577,city_21,0.624,,1,no_enrollment,Masters,STEM,100-499,private_limited,2,62,1.0,11-15
5019,26667,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,2,17,1.0,16-20
5020,16761,city_103,0.92,Male,1,no_enrollment,Masters,STEM,50-99,private_limited,>4,60,0.0,2-5
5021,953,city_102,0.804,,1,no_enrollment,Graduate,STEM,500-999,private_limited,1,14,0.0,6-10
5022,22702,city_65,0.802,Male,0,full_time,Graduate,STEM,,,1,40,0.0,6-10
5023,20533,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,65,0.0,2-5
5024,26444,city_149,0.6890000000000001,,1,full_time,Masters,STEM,10-49,public_sector,>4,56,1.0,2-5
5025,6617,city_21,0.624,,1,full_time,Masters,STEM,50-99,private_limited,1,8,1.0,2-5
5026,1664,city_21,0.624,,0,no_enrollment,Masters,STEM,,public_sector,2,141,1.0,2-5
5027,13312,city_103,0.92,Male,1,no_enrollment,Graduate,Other,,,1,9,1.0,>20
5028,5051,city_102,0.804,Male,1,no_enrollment,Graduate,STEM,,,1,18,1.0,6-10
5029,27122,city_102,0.804,,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,128,0.0,6-10
5030,13663,city_136,0.897,Male,0,no_enrollment,Graduate,Business Degree,,,>4,51,0.0,16-20
5031,30803,city_21,0.624,Male,0,full_time,Graduate,STEM,,,never,18,1.0,2-5
5032,29610,city_21,0.624,,0,full_time,Graduate,STEM,,,1,45,1.0,2-5
5033,24856,city_160,0.92,Female,1,part_time,Graduate,STEM,1000-4999,private_limited,>4,39,0.0,11-15
5034,27478,city_103,0.92,Male,0,no_enrollment,Graduate,No Major,,,1,64,1.0,16-20
5035,24844,city_21,0.624,Male,0,full_time,Masters,STEM,,,never,15,1.0,6-10
5036,13444,city_114,0.926,Other,0,no_enrollment,Graduate,STEM,50-99,private_limited,1,139,0.0,11-15
5037,20446,city_21,0.624,,1,full_time,Graduate,STEM,50-99,startup_earlystage,1,244,1.0,2-5
5038,4296,city_71,0.884,Male,1,no_enrollment,Phd,STEM,10-49,startup_funded,>4,58,0.0,>20
5039,23167,city_16,0.91,Male,0,no_enrollment,High School,,,,1,147,0.0,2-5
5040,33297,city_126,0.479,,1,full_time,,,<10,public_sector,>4,19,1.0,>20
5041,32407,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,>4,242,0.0,11-15
5042,32501,city_21,0.624,,0,no_enrollment,Masters,STEM,,private_limited,1,11,0.0,6-10
5043,18350,city_21,0.624,,1,full_time,Graduate,STEM,50-99,private_limited,1,20,1.0,
5044,26286,city_103,0.92,Female,1,no_enrollment,Graduate,STEM,50-99,startup_earlystage,1,124,0.0,2-5
5045,2526,city_57,0.866,Male,1,no_enrollment,Masters,STEM,1000-4999,private_limited,1,72,0.0,6-10
5046,26269,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,<10,private_limited,>4,47,0.0,>20
5047,8862,city_89,0.925,Female,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,>4,162,1.0,6-10
5048,19713,city_114,0.926,,1,no_enrollment,Graduate,STEM,500-999,private_limited,>4,59,0.0,>20
5049,4104,city_41,0.8270000000000001,Male,1,no_enrollment,Phd,STEM,50-99,private_limited,>4,96,0.0,>20
5050,30230,city_160,0.92,Male,1,no_enrollment,Masters,STEM,100-499,private_limited,1,258,1.0,>20
5051,14437,city_152,0.698,,0,full_time,Graduate,STEM,,,,17,1.0,2-5
5052,396,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,10-49,startup_funded,4,12,0.0,16-20
5053,21730,city_114,0.926,,1,no_enrollment,High School,,5000-9999,,,64,0.0,6-10
5054,9720,city_103,0.92,,1,no_enrollment,Graduate,STEM,10000+,private_limited,4,96,0.0,11-15
5055,26319,city_73,0.754,Male,1,no_enrollment,Masters,STEM,1000-4999,public_sector,1,47,0.0,6-10
5056,11921,city_103,0.92,,1,no_enrollment,Masters,STEM,1000-4999,private_limited,1,36,0.0,11-15
5057,12918,city_114,0.926,Male,0,full_time,Graduate,STEM,5000-9999,public_sector,4,31,0.0,6-10
5058,13234,city_19,0.682,,1,no_enrollment,Graduate,STEM,50-99,startup_earlystage,>4,25,1.0,11-15
5059,20788,city_136,0.897,Male,1,no_enrollment,Masters,STEM,10000+,private_limited,2,24,1.0,6-10
5060,19380,city_103,0.92,Male,1,part_time,Graduate,STEM,500-999,public_sector,3,44,1.0,>20
5061,5852,city_20,0.7959999999999999,,0,no_enrollment,Graduate,Humanities,100-499,,1,114,0.0,6-10
5062,26206,city_160,0.92,,0,no_enrollment,Graduate,Arts,100-499,,1,70,0.0,11-15
5063,8417,city_136,0.897,,0,no_enrollment,High School,,,,,18,0.0,6-10
5064,4780,city_138,0.836,Other,0,no_enrollment,Primary School,,,private_limited,never,8,0.0,<=1
5065,12186,city_159,0.843,,0,no_enrollment,Graduate,STEM,10-49,public_sector,4,122,0.0,11-15
5066,29233,city_103,0.92,Male,0,no_enrollment,Graduate,STEM,50-99,private_limited,3,5,0.0,2-5
5067,18321,city_75,0.939,,1,no_enrollment,Graduate,STEM,10-49,private_limited,1,18,0.0,6-10
5068,25771,city_114,0.926,Male,0,full_time,Masters,Other,10000+,public_sector,4,134,0.0,6-10
5069,6514,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,100-499,startup_funded,1,19,0.0,11-15
5070,7763,city_21,0.624,Male,1,,Graduate,STEM,,private_limited,,56,1.0,2-5
5071,901,city_71,0.884,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,4,11,0.0,2-5
5072,10267,city_103,0.92,Female,0,no_enrollment,Masters,STEM,,,never,72,0.0,>20
5073,2474,city_23,0.899,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,2,81,0.0,>20
5074,10054,city_114,0.926,Male,1,no_enrollment,Masters,STEM,500-999,startup_funded,4,52,0.0,11-15
5075,16767,city_69,0.856,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,124,0.0,11-15
5076,17256,city_64,0.6659999999999999,Male,1,no_enrollment,High School,,10-49,startup_earlystage,1,19,0.0,6-10
5077,20557,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,29,1.0,6-10
5078,18784,city_16,0.91,Male,0,full_time,Masters,STEM,5000-9999,NGO,>4,90,0.0,11-15
5079,21160,city_13,0.8270000000000001,Male,0,full_time,Graduate,STEM,,,1,77,1.0,2-5
5080,24527,city_90,0.698,Male,1,no_enrollment,Graduate,STEM,,,1,130,0.0,6-10
5081,16927,city_103,0.92,,1,no_enrollment,Graduate,Other,,,1,24,1.0,16-20
5082,19549,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,<10,private_limited,3,56,1.0,6-10
5083,15987,city_159,0.843,,1,no_enrollment,Masters,STEM,50-99,public_sector,1,4,0.0,11-15
5084,30597,city_9,0.743,Male,1,no_enrollment,Primary School,,<10,Other,1,4,0.0,2-5
5085,17580,city_44,0.725,Male,1,no_enrollment,Graduate,STEM,,,1,61,0.0,6-10
5086,2206,city_136,0.897,Male,1,no_enrollment,Phd,STEM,100-499,private_limited,2,200,0.0,11-15
5087,10901,city_103,0.92,Male,1,part_time,Graduate,STEM,50-99,private_limited,4,162,0.0,6-10
5088,6286,city_116,0.743,,1,part_time,Masters,STEM,<10,private_limited,1,58,0.0,2-5
5089,33168,city_21,0.624,Female,1,full_time,Masters,STEM,<10,private_limited,1,29,1.0,<=1
5090,28497,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,46,1.0,6-10
5091,931,city_105,0.794,Male,1,no_enrollment,Graduate,STEM,100-499,NGO,1,6,0.0,2-5
5092,5579,city_89,0.925,Male,0,no_enrollment,High School,,,private_limited,never,35,0.0,11-15
5093,22350,city_102,0.804,Male,1,no_enrollment,Graduate,STEM,5000-9999,,1,210,0.0,6-10
5094,25365,city_21,0.624,Male,1,full_time,Graduate,STEM,,,>4,64,0.0,11-15
5095,27270,city_46,0.762,Male,1,no_enrollment,Masters,STEM,,,never,21,0.0,6-10
5096,30250,city_114,0.926,Male,1,no_enrollment,Graduate,STEM,10-49,startup_funded,3,154,0.0,11-15
5097,6004,city_71,0.884,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,1,10,1.0,>20
5098,9675,city_114,0.926,Male,1,no_enrollment,Masters,Business Degree,100-499,private_limited,1,154,0.0,>20
5099,11141,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,49,0.0,6-10
5100,12143,city_104,0.924,Male,0,full_time,Masters,STEM,500-999,NGO,2,24,0.0,>20
5101,33190,city_114,0.926,Male,1,no_enrollment,Graduate,STEM,10-49,private_limited,3,10,0.0,6-10
5102,2129,city_28,0.939,,1,full_time,Graduate,STEM,50-99,private_limited,,105,0.0,2-5
5103,4673,city_10,0.895,Male,1,no_enrollment,Masters,STEM,50-99,private_limited,3,18,0.0,11-15
5104,2728,city_90,0.698,,1,part_time,Graduate,STEM,100-499,private_limited,1,29,0.0,2-5
5105,18736,city_90,0.698,Male,1,part_time,Masters,STEM,50-99,startup_funded,1,37,0.0,6-10
5106,19772,city_21,0.624,,1,no_enrollment,Graduate,STEM,50-99,private_limited,,21,1.0,<=1
5107,29911,city_114,0.926,Male,0,no_enrollment,,,,,never,106,0.0,6-10
5108,18353,city_162,0.767,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,1,37,0.0,<=1
5109,26857,city_97,0.925,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,46,0.0,2-5
5110,11590,city_136,0.897,Male,0,part_time,Graduate,Arts,1000-4999,private_limited,2,40,0.0,2-5
5111,8262,city_114,0.926,Female,0,full_time,Graduate,STEM,,public_sector,1,146,1.0,6-10
5112,14668,city_134,0.698,Male,0,full_time,Graduate,STEM,,,never,48,0.0,2-5
5113,17104,city_103,0.92,,1,no_enrollment,Phd,STEM,1000-4999,private_limited,3,84,0.0,>20
5114,764,city_16,0.91,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,>4,56,0.0,>20
5115,32234,city_103,0.92,Male,0,no_enrollment,Primary School,,,,2,36,1.0,2-5
5116,7149,city_136,0.897,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,>4,61,0.0,>20
5117,6119,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,>4,35,0.0,>20
5118,17974,city_24,0.698,,1,no_enrollment,Masters,STEM,50-99,private_limited,1,15,0.0,11-15
5119,29411,city_103,0.92,Male,1,no_enrollment,Masters,STEM,1000-4999,private_limited,1,36,0.0,>20
5120,17089,city_136,0.897,,0,full_time,Graduate,STEM,,,never,320,0.0,6-10
5121,4096,city_73,0.754,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,3,124,0.0,>20
5122,29066,city_158,0.7659999999999999,Male,0,no_enrollment,Graduate,STEM,,,never,19,1.0,<=1
5123,15456,city_136,0.897,,1,no_enrollment,Graduate,Humanities,<10,startup_earlystage,1,75,0.0,2-5
5124,16139,city_114,0.926,Male,1,no_enrollment,Graduate,Arts,10-49,private_limited,4,11,0.0,2-5
5125,18243,city_67,0.855,Male,1,full_time,Graduate,STEM,,,1,78,0.0,11-15
5126,3935,city_162,0.767,Male,0,no_enrollment,High School,,,private_limited,never,65,0.0,6-10
5127,18954,city_150,0.698,Male,0,no_enrollment,Graduate,STEM,500-999,public_sector,1,165,0.0,<=1
5128,20256,city_65,0.802,Male,0,no_enrollment,Masters,Business Degree,1000-4999,private_limited,1,34,0.0,2-5
5129,30850,city_16,0.91,Male,1,part_time,Graduate,STEM,500-999,private_limited,1,65,0.0,6-10
5130,19893,city_106,0.698,Male,1,no_enrollment,Masters,STEM,,,1,98,1.0,6-10
5131,27518,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,1,6,0.0,16-20
5132,26297,city_21,0.624,Male,1,no_enrollment,Graduate,STEM,<10,startup_earlystage,2,54,1.0,6-10
5133,1160,city_103,0.92,Male,1,no_enrollment,Graduate,No Major,10000+,private_limited,>4,45,0.0,16-20
5134,27014,city_16,0.91,,0,no_enrollment,High School,,,,never,57,0.0,2-5
5135,8824,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,100-499,startup_funded,1,13,1.0,16-20
5136,29439,city_103,0.92,Male,1,no_enrollment,Graduate,Other,500-999,startup_funded,1,121,0.0,11-15
5137,5068,city_67,0.855,Male,1,no_enrollment,Masters,STEM,100-499,startup_funded,1,55,0.0,11-15
5138,30554,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,10000+,private_limited,1,118,0.0,2-5
5139,12255,city_75,0.939,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,>4,40,0.0,16-20
5140,14554,city_21,0.624,Male,1,full_time,Masters,STEM,50-99,private_limited,1,100,1.0,2-5
5141,24931,city_10,0.895,Male,1,no_enrollment,Masters,STEM,100-499,private_limited,1,83,0.0,11-15
5142,23149,city_114,0.926,Male,1,no_enrollment,Graduate,STEM,100-499,private_limited,>4,19,0.0,>20
5143,23158,city_103,0.92,Male,1,no_enrollment,Graduate,Arts,10000+,,2,94,0.0,11-15
5144,8156,city_21,0.624,,0,full_time,Graduate,STEM,,,never,8,0.0,2-5
5145,22015,city_160,0.92,,1,no_enrollment,Graduate,STEM,,,>4,36,0.0,>20
5146,16237,city_103,0.92,Male,0,full_time,Masters,STEM,,,1,138,1.0,6-10
5147,23067,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,1000-4999,private_limited,2,41,0.0,11-15
5148,16502,city_21,0.624,Male,0,no_enrollment,Graduate,STEM,,,never,36,0.0,6-10
5149,31714,city_21,0.624,,1,no_enrollment,Graduate,STEM,,,1,51,0.0,2-5
5150,7260,city_37,0.794,,0,no_enrollment,Graduate,STEM,,,,113,0.0,2-5
5151,15333,city_115,0.789,Male,1,no_enrollment,Graduate,STEM,50-99,private_limited,1,10,0.0,6-10
5152,2289,city_102,0.804,Male,1,no_enrollment,Masters,STEM,50-99,private_limited,1,28,0.0,11-15
5153,19025,city_103,0.92,Male,0,no_enrollment,Phd,STEM,10000+,public_sector,>4,6,1.0,6-10
5154,22223,city_103,0.92,Male,1,no_enrollment,Graduate,STEM,1000-4999,NGO,>4,12,0.0,6-10
5155,4860,city_57,0.866,Male,1,no_enrollment,Phd,STEM,10000+,private_limited,>4,61,0.0,16-20
5156,7556,city_40,0.7759999999999999,Male,0,full_time,Graduate,STEM,,,1,330,0.0,2-5
